Connected. Use ^D to exit.
-> ls -t /
Target             | Property              | Value                             
/SYS/T_AMB/        | Jan 23 15:53:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:52:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:51:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:50:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:49:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:48:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:47:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:46:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:45:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:44:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:43:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:42:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | average               | 27.8
 history/1         |                       | 
/SYS/T_AMB/        | minimum               | 27.0 at Jan 23 12:24:52
 history/1         |                       | 
/SYS/T_AMB/        | maximum               | 28.0 at Jan 23 16:24:52
 history/1         |                       | 
/SYS/T_AMB/        | period                | 1 Hour Average
 history/1         |                       | 
/SYS/T_AMB/        | depth                 | 14 Day History
 history/1         |                       | 
/SYS/T_AMB/        | Jan 23 16:24:52       | 28.0
 history/1/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:24:52       | 28.0
 history/1/list    |                       | 
/SYS/T_AMB/        | Jan 23 14:24:52       | 28.0
 history/1/list    |                       | 
/SYS/T_AMB/        | Jan 23 13:24:52       | 28.0
 history/1/list    |                       | 
/SYS/T_AMB/        | Jan 23 12:24:52       | 27.0
 history/1/list    |                       | 
/SYS/USBBD         | type                  | USB Board
/SYS/USBBD         | fault_state           | OK
/SYS/USBBD         | clear_fault_action    | (none)
/SYS/USBBD/USB2    | type                  | USB Port
/SYS/USBBD/USB3    | type                  | USB Port
/SYS/VPS           | type                  | Power Unit
/SYS/VPS           | ipmi_name             | /SYS/VPS
/SYS/VPS           | class                 | Threshold Sensor
/SYS/VPS           | value                 | 259.000 Watts
/SYS/VPS           | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/VPS           | upper_critical_thresh | N/A
                   | old                   | 
/SYS/VPS           | upper_noncritical_thr | 1050.000 Watts
                   | eshold                | 
/SYS/VPS           | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/VPS           | lower_critical_thresh | N/A
                   | old                   | 
/SYS/VPS           | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/VPS           | alarm_status          | cleared
/SYS/VPS/history   | 15sec_average         | 259
/SYS/VPS/history   | 30sec_average         | 259
/SYS/VPS/history   | 60sec_average         | 258
/SYS/VPS/history   | peak                  | 128500 at Jul 27 2020 18:31:45
/SYS/VPS/history/  | average               | 258
 0                 |                       | 
/SYS/VPS/history/  | minimum               | 257 at Jan 23 16:23:52
 0                 |                       | 
/SYS/VPS/history/  | maximum               | 259 at Jan 23 16:40:52
 0                 |                       | 
/SYS/VPS/history/  | period                | 1 Minute Average
 0                 |                       | 
/SYS/VPS/history/  | depth                 | 1 Hour History
 0                 |                       | 
/SYS/VPS/history/  | Jan 23 16:41:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:40:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:39:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:38:52       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:37:52       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:36:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:35:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:34:52       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:33:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:32:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:31:52       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:30:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:29:52       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:28:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:27:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:26:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:25:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:24:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:23:52       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:22:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:21:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:20:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:19:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:18:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:17:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:16:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:15:52       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:14:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:13:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:12:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:11:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:10:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:09:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:08:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:07:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:06:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:05:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:04:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:03:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:02:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:01:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 16:00:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:59:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:58:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:57:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:56:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:55:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:54:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:53:53       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:52:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:51:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:50:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:49:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:48:53       | 257
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:47:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:46:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:45:53       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:44:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:43:52       | 259
 0/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:42:52       | 258
 0/list            |                       | 
/SYS/VPS/history/  | average               | 257
 1                 |                       | 
/SYS/VPS/history/  | minimum               | 254 at Jan 23 12:24:52
 1                 |                       | 
/SYS/VPS/history/  | maximum               | 258 at Jan 23 16:24:52
 1                 |                       | 
/SYS/VPS/history/  | period                | 1 Hour Average
 1                 |                       | 
/SYS/VPS/history/  | depth                 | 14 Day History
 1                 |                       | 
/SYS/VPS/history/  | Jan 23 16:24:52       | 258
 1/list            |                       | 
/SYS/VPS/history/  | Jan 23 15:24:52       | 258
 1/list            |                       | 
/SYS/VPS/history/  | Jan 23 14:24:52       | 257
 1/list            |                       | 
/SYS/VPS/history/  | Jan 23 13:24:52       | 257
 1/list            |                       | 
/SYS/VPS/history/  | Jan 23 12:24:52       | 254
 1/list            |                       | 
/SYS/VPS_CPUS      | type                  | Power Unit
/SYS/VPS_CPUS      | ipmi_name             | /SYS/VPS_CPUS
/SYS/VPS_CPUS      | class                 | Threshold Sensor
/SYS/VPS_CPUS      | value                 | 74.978 Watts
/SYS/VPS_CPUS      | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/VPS_CPUS      | upper_critical_thresh | N/A
                   | old                   | 
/SYS/VPS_CPUS      | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/VPS_CPUS      | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/VPS_CPUS      | lower_critical_thresh | N/A
                   | old                   | 
/SYS/VPS_CPUS      | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/VPS_CPUS      | alarm_status          | cleared
/SYS/VPS_CPUS/     | 15sec_average         | 75.0
 history           |                       | 
/SYS/VPS_CPUS/     | 30sec_average         | 75.0
 history           |                       | 
/SYS/VPS_CPUS/     | 60sec_average         | 75.0
 history           |                       | 
/SYS/VPS_CPUS/     | peak                  | 107 at Jan 23 2000 11:36:13
 history           |                       | 
/SYS/VPS_CPUS/     | average               | 75.0
 history/0         |                       | 
/SYS/VPS_CPUS/     | minimum               | 75.0 at Jan 23 15:46:52
 history/0         |                       | 
/SYS/VPS_CPUS/     | maximum               | 75.0 at Jan 23 15:58:52
 history/0         |                       | 
/SYS/VPS_CPUS/     | period                | 1 Minute Average
 history/0         |                       | 
/SYS/VPS_CPUS/     | depth                 | 1 Hour History
 history/0         |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:41:53       | 75.0
 history/0/list    |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:40:53       | 75.0
 history/0/list    |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:39:53       | 75.0
 history/0/list    |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:38:53       | 75.0
 history/0/list    |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:37:53       | 75.0
 history/0/list    |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:36:52       | 75.0
 history/0/list    |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:35:52       | 75.0
 history/0/list    |                       | 
/SYS/VPS_CPUS/     | Jan 23 16:34:52       | 75.0
 history/0/list    |                       | 
